y,d,s,c,fixorder,g,sub,inexp_tot,exp_tot,total_unk_tot,total_tot,inexp_r_tot,ineff_tot,otheval_tot,noeval_tot,ineff_r_tot
1718,0,0,Low Poverty Schools,6,Poverty Classifications,Teachers,9628,28321,1803,39752,24.2,12,35992,3748,0.03
1718,0,0,Low Poverty Schools,6,Poverty Classifications,Principals,112,454,165,731,15.3,0,528,203,0
1718,0,0,Low Poverty Schools,6,Poverty Classifications,Other,313,471,452,1236,25.3,0,872,364,0
1718,29,0,Low Poverty Schools,6,Poverty Classifications,Teachers,1114,2473,0,3587,31.1,1,3200,386,0.03
1718,29,0,Low Poverty Schools,6,Poverty Classifications,Principals,1,48,18,67,1.5,0,16,51,0
1718,29,0,Low Poverty Schools,6,Poverty Classifications,Other,17,30,59,106,16,0,17,89,0
1819,0,0,Low Poverty Schools,6,Poverty Classifications,Teachers,9552,30932,1443,41927,22.8,19,38334,3574,0.05
1819,0,0,Low Poverty Schools,6,Poverty Classifications,Principals,95,523,158,776,12.2,0,573,203,0
1819,0,0,Low Poverty Schools,6,Poverty Classifications,Other,358,526,470,1354,26.4,0,967,387,0
1819,29,0,Low Poverty Schools,6,Poverty Classifications,Teachers,874,2890,0,3764,23.2,8,3505,251,0.21
1819,29,0,Low Poverty Schools,6,Poverty Classifications,Principals,0,55,14,69,0,0,15,54,0
1819,29,0,Low Poverty Schools,6,Poverty Classifications,Other,35,49,36,120,29.2,0,18,102,0
1718,0,0,High Minority Schools,7,Minority Classifications,Teachers,11321,24702,1442,37465,30.2,38,33953,3474,0.1
1718,0,0,High Minority Schools,7,Minority Classifications,Principals,84,647,95,826,10.2,0,407,419,0
1718,0,0,High Minority Schools,7,Minority Classifications,Other,398,590,280,1268,31.4,1,593,674,0.08
1718,29,0,High Minority Schools,7,Minority Classifications,Teachers,725,1771,0,2496,29,19,2250,227,0.76
1718,29,0,High Minority Schools,7,Minority Classifications,Principals,3,52,10,65,4.6,0,4,61,0
1718,29,0,High Minority Schools,7,Minority Classifications,Other,14,24,51,89,15.7,0,4,85,0
1819,0,0,High Minority Schools,7,Minority Classifications,Teachers,11782,24997,968,37747,31.2,40,33869,3838,0.11
1819,0,0,High Minority Schools,7,Minority Classifications,Principals,93,667,84,844,11,0,681,163,0
1819,0,0,High Minority Schools,7,Minority Classifications,Other,431,631,256,1318,32.7,0,1061,257,0
1819,29,0,High Minority Schools,7,Minority Classifications,Teachers,587,1688,0,2275,25.8,19,2040,216,0.84
1819,29,0,High Minority Schools,7,Minority Classifications,Principals,2,49,10,61,3.3,0,3,58,0
1819,29,0,High Minority Schools,7,Minority Classifications,Other,31,31,25,87,35.6,0,4,83,0
1718,0,0,Mid-Range Minority Schools,8,Minority Classifications,Teachers,25726,60574,2661,88961,28.9,109,81862,6990,0.12
1718,0,0,Mid-Range Minority Schools,8,Minority Classifications,Principals,207,1147,323,1677,12.3,1,1133,543,0.06
1718,0,0,Mid-Range Minority Schools,8,Minority Classifications,Other,743,1065,1123,2931,25.3,1,1996,934,0.03
1718,29,0,Mid-Range Minority Schools,8,Minority Classifications,Teachers,2802,7238,0,10040,27.9,48,9321,671,0.48
1718,29,0,Mid-Range Minority Schools,8,Minority Classifications,Principals,4,149,24,177,2.3,0,16,161,0
1718,29,0,Mid-Range Minority Schools,8,Minority Classifications,Other,54,97,175,326,16.6,0,15,311,0
1819,0,0,Mid-Range Minority Schools,8,Minority Classifications,Teachers,25138,63021,2315,90474,27.8,78,83024,7372,0.09
1819,0,0,Mid-Range Minority Schools,8,Minority Classifications,Principals,177,1192,351,1720,10.3,1,1285,434,0.06
1819,0,0,Mid-Range Minority Schools,8,Minority Classifications,Other,771,1187,1108,3066,25.1,0,2214,852,0
1819,29,0,Mid-Range Minority Schools,8,Minority Classifications,Teachers,2444,7393,3,9840,24.8,39,9167,634,0.4
1819,29,0,Mid-Range Minority Schools,8,Minority Classifications,Principals,1,156,25,182,0.5,0,15,167,0
1819,29,0,Mid-Range Minority Schools,8,Minority Classifications,Other,100,141,97,338,29.6,0,26,312,0
1718,0,0,Low Minority Schools,9,Minority Classifications,Teachers,8821,31565,1360,41746,21.1,10,38412,3324,0.02
1718,0,0,Low Minority Schools,9,Minority Classifications,Principals,125,501,162,788,15.9,1,621,166,0.13
1718,0,0,Low Minority Schools,9,Minority Classifications,Other,436,453,414,1303,33.5,1,1000,302,0.08
1718,29,0,Low Minority Schools,9,Minority Classifications,Teachers,249,1423,0,1672,14.9,1,1619,52,0.06
1718,29,0,Low Minority Schools,9,Minority Classifications,Principals,0,29,0,29,0,0,3,26,0
1718,29,0,Low Minority Schools,9,Minority Classifications,Other,11,18,21,50,22,0,4,46,0
1819,0,0,Low Minority Schools,9,Minority Classifications,Teachers,8936,32068,960,41964,21.3,13,38417,3534,0.03
1819,0,0,Low Minority Schools,9,Minority Classifications,Principals,118,529,162,809,14.6,0,613,196,0
1819,0,0,Low Minority Schools,9,Minority Classifications,Other,385,464,510,1359,28.3,0,994,365,0
1819,29,0,Low Minority Schools,9,Minority Classifications,Teachers,208,1439,0,1647,12.6,3,1589,55,0.18
1819,29,0,Low Minority Schools,9,Minority Classifications,Principals,0,28,1,29,0,0,4,25,0
1819,29,0,Low Minority Schools,9,Minority Classifications,Other,16,25,8,49,32.7,0,5,44,0
1718,29,5,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,3,34,0,37,8.1,0,35,2,0
1718,29,5,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,5,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,41,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,17,33,0,50,34,1,48,1,2
1718,29,41,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,41,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,1,2,0,0,0,2,0
1718,29,42,Mid-Range Minority/High Poverty/Title I,10,School Chart,Teachers,23,47,0,70,32.9,2,64,4,2.86
1718,29,42,Mid-Range Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,42,Mid-Range Minority/High Poverty/Title I,10,School Chart,Other,0,0,2,2,0,0,0,2,0
1718,29,43,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,27,64,0,91,29.7,0,88,3,0
1718,29,43,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,43,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,2,4,0,0,0,4,0
1718,29,51,High Minority/High Poverty/Title I,10,School Chart,Teachers,9,21,0,30,30,0,26,4,0
1718,29,51,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,51,High Minority/High Poverty/Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,52,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,19,36,0,55,34.5,2,52,1,3.64
1718,29,52,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,52,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,0,2,2,0,0,0,2,0
1718,29,54,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,14,45,0,59,23.7,0,53,6,0
1718,29,54,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,54,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,29,55,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,32,53,0,85,37.6,2,79,4,2.35
1718,29,55,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,55,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,2,3,0,0,0,3,0
1718,29,56,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,9,59,0,68,13.2,0,63,5,0
1718,29,56,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,56,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,59,Low Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,4,65,0,69,5.8,0,66,3,0
1718,29,59,Low Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,59,Low Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,29,60,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,6,21,0,27,22.2,0,27,0,0
1718,29,60,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,60,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,63,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,1,7,0,8,12.5,0,7,1,0
1718,29,63,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,63,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,29,65,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,23,47,0,70,32.9,0,68,2,0
1718,29,65,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,65,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,1,2,50,0,0,2,0
1718,29,69,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,23,104,0,127,18.1,0,120,7,0
1718,29,69,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,69,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,3,4,25,0,0,4,0
1718,29,70,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,6,41,0,47,12.8,0,46,1,0
1718,29,70,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,70,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,72,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,8,50,0,58,13.8,0,57,1,0
1718,29,72,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,72,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,73,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,43,99,0,142,30.3,2,139,1,1.41
1718,29,73,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,1,0,0,1,100,0,0,1,0
1718,29,73,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,3,5,0,0,0,5,0
1718,29,74,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,34,0,44,22.7,0,43,1,0
1718,29,74,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,74,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,1,0,2,50,0,0,2,0
1718,29,81,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,6,42,0,48,12.5,0,46,2,0
1718,29,81,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,81,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,29,82,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,8,54,0,62,12.9,0,62,0,0
1718,29,82,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,1,0,0,1,100,0,0,1,0
1718,29,82,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,1,0,1,2,50,0,0,2,0
1718,29,84,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,10,49,0,59,16.9,0,57,2,0
1718,29,84,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,84,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,29,85,Low Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,7,53,0,60,11.7,0,59,1,0
1718,29,85,Low Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,85,Low Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,86,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,9,69,0,78,11.5,0,76,2,0
1718,29,86,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,86,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,1,2,3,0,0,0,3,0
1718,29,89,Low Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,13,103,0,116,11.2,0,115,1,0
1718,29,89,Low Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,89,Low Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,3,2,5,0,0,0,5,0
1718,29,92,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,10,46,0,56,17.9,0,53,3,0
1718,29,92,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,1,0,0,1,100,0,0,1,0
1718,29,92,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,93,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,24,97,0,121,19.8,0,120,1,0
1718,29,93,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,93,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,3,2,6,16.7,0,0,6,0
1718,29,100,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,2,61,0,63,3.2,0,61,2,0
1718,29,100,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,100,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,29,102,Low Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,8,48,0,56,14.3,0,55,1,0
1718,29,102,Low Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,102,Low Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,110,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,14,53,0,67,20.9,0,64,3,0
1718,29,110,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,110,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,29,119,High Minority/High Poverty/Title I,10,School Chart,Teachers,0,18,0,18,0,0,18,0,0
1718,29,119,High Minority/High Poverty/Title I,10,School Chart,Principals,1,0,0,1,100,0,0,1,0
1718,29,119,High Minority/High Poverty/Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,29,120,High Minority/High Poverty/Title I,10,School Chart,Teachers,18,22,0,40,45,0,39,1,0
1718,29,120,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,120,High Minority/High Poverty/Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,121,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,4,29,0,33,12.1,0,32,1,0
1718,29,121,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,121,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,29,122,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,6,8,0,14,42.9,0,13,1,0
1718,29,122,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,122,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,29,123,High Minority/High Poverty/Title I,10,School Chart,Teachers,2,9,0,11,18.2,0,11,0,0
1718,29,123,High Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,123,High Minority/High Poverty/Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,29,125,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,18,39,0,57,31.6,0,54,3,0
1718,29,125,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,125,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,0,0,0,,0,0,0,
1718,29,128,High Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,25,35,0,60,41.7,0,56,4,0
1718,29,128,High Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,128,High Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,29,131,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,57,64,0,121,47.1,1,119,1,0.83
1718,29,131,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,131,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,2,3,5,0,0,0,5,0
1718,29,141,Low Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,3,42,0,45,6.7,0,45,0,0
1718,29,141,Low Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,141,Low Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,151,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,40,94,0,134,29.9,1,132,1,0.75
1718,29,151,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,151,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,2,1,3,6,33.3,0,0,6,0
1718,29,161,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,9,29,0,38,23.7,0,36,2,0
1718,29,161,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,161,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,1,0,0,1,100,0,0,1,0
1718,29,191,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Teachers,12,38,0,50,24,2,46,2,4
1718,29,191,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,191,Mid-Range Minority/Mid-Range Poverty/Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,201,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,9,49,0,58,15.5,0,58,0,0
1718,29,201,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,201,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Other,0,0,2,2,0,0,0,2,0
1718,29,261,Mid-Range Minority/High Poverty/Title I,10,School Chart,Teachers,14,28,0,42,33.3,0,38,4,0
1718,29,261,Mid-Range Minority/High Poverty/Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,261,Mid-Range Minority/High Poverty/Title I,10,School Chart,Other,0,1,0,1,0,0,0,1,0
1718,29,271,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Teachers,1,44,0,45,2.2,0,43,2,0
1718,29,271,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Principals,0,1,0,1,0,0,0,1,0
1718,29,271,Mid-Range Minority/Low Poverty/Non-Title I,10,School Chart,Other,0,0,1,1,0,0,0,1,0
1718,29,281,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,School Chart,Teachers,23,72,0,95,24.2,1,91,3,1.05
